unserved_medicaid/km2,unserved_commercial/km2,Cholesterol screening among adults aged >=18 years,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Visits to dentist or dental clinic among adults aged >=18 years,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Physical health not good for >=14 days among adults aged >=18 years
9982.4,995.3,82.1,77.2,52.3,74.5,14.6
12173.7,0.0,85.4,77.9,52.2,75.5,12.0
3177.7,6090.6,87.5,77.4,59.2,74.9,10.0
897.8,5229.4,90.5,77.4,69.7,77.1,8.7
2758.5,4014.7,90.1,77.3,67.7,76.4,9.2
1909.5,8484.1,92.0,81.0,69.2,79.0,9.6
499.3,1945.0,85.2,76.4,54.7,74.5,11.8
3548.9,0.0,86.2,76.8,57.8,74.8,10.4
1315.7,0.0,89.7,76.5,70.0,76.1,8.5
934.4,0.0,85.7,75.5,56.7,74.2,10.2
461.1,0.0,90.1,78.5,59.4,81.9,10.5
4804.3,0.0,90.6,79.7,61.2,82.3,10.5
2731.4,0.0,90.6,79.2,61.2,82.5,10.3
3231.1,0.0,89.0,77.7,57.4,81.5,10.9
8030.4,0.0,83.6,74.4,44.3,79.0,14.5
3951.1,0.0,83.6,75.4,43.7,79.5,15.0
9377.6,0.0,83.0,76.3,42.6,79.1,15.2
7879.2,0.0,80.0,75.5,35.3,78.6,18.1
11948.2,0.0,77.2,74.9,29.4,77.5,20.9
14179.4,0.0,80.2,80.1,31.1,79.7,22.0
4674.9,0.0,84.8,77.7,45.6,79.2,15.3
3296.3,0.0,89.1,81.2,50.7,82.6,14.1
0.0,19.1,86.5,79.5,65.5,80.2,11.5
0.0,4.4,84.4,76.4,62.8,78.3,11.6
0.0,743.7,90.6,76.9,74.9,78.3,7.8
1164.7,0.0,67.5,68.9,38.4,70.8,18.1
5845.7,0.0,88.4,78.3,63.0,76.2,10.2
3023.5,390.5,89.4,78.6,66.3,76.7,10.0
1541.2,1183.6,91.1,80.5,68.3,78.5,10.3
0.0,6745.8,89.9,75.0,70.5,75.6,9.0
2029.9,7350.5,89.8,75.5,64.1,78.9,9.4
3289.7,7027.8,91.4,77.8,67.7,81.7,8.5
4801.3,10422.9,86.8,74.7,58.3,77.2,10.6
1701.8,0.0,90.8,77.9,64.0,81.9,9.3
1873.5,0.0,91.0,79.3,62.4,82.4,9.9
7921.0,0.0,89.7,79.6,56.2,82.4,11.7
20473.9,0.0,80.4,75.8,37.0,78.5,17.6
7551.1,0.0,81.0,77.1,35.9,79.4,18.8
3893.0,0.0,89.3,75.9,61.6,80.2,9.6
8613.0,0.0,82.9,72.2,45.6,75.8,13.6
6532.0,0.0,86.4,77.2,49.6,80.2,13.3
6307.9,0.0,81.8,69.4,47.1,73.4,12.1
5970.6,543.7,75.5,67.2,49.7,71.2,13.6
3737.3,2495.3,76.7,69.0,53.3,72.2,13.1
10.2,17.0,86.6,78.4,66.3,79.6,11.2
0.0,1101.6,91.2,77.7,75.3,78.4,8.2
0.0,4994.4,88.0,72.5,67.6,73.9,8.4
2764.7,0.0,85.9,63.3,66.6,70.9,7.4
1925.0,2232.1,90.3,78.6,68.1,77.0,9.9
2032.1,8158.2,90.4,77.9,69.2,76.9,9.3
4124.7,8036.2,88.3,76.4,63.6,75.2,9.2
2512.9,10033.6,88.8,76.5,64.4,75.3,9.6
4137.3,0.0,90.1,78.4,59.9,82.1,10.4
6800.8,0.0,88.1,79.0,51.1,81.8,13.0
7373.9,0.0,89.0,80.5,55.5,82.0,12.3
5379.3,0.0,88.2,78.7,56.5,80.8,11.4
1519.0,0.0,89.0,80.6,53.4,82.5,12.7
12082.8,0.0,87.9,77.6,53.2,81.3,12.0
4246.6,5401.2,87.9,75.4,65.1,75.2,10.0
2209.5,6655.8,89.9,75.9,70.5,75.9,8.6
254.3,1291.3,88.1,77.3,65.1,76.3,10.1
2436.7,0.0,89.8,79.5,66.6,78.0,10.5
312.5,4253.1,88.8,75.4,67.0,75.3,10.0
594.8,8230.4,90.2,76.6,69.1,76.3,9.7
0.0,10202.0,90.2,77.9,70.7,76.9,9.0
2312.7,11026.9,87.9,73.4,68.4,74.3,8.4
1901.0,1293.4,89.4,75.9,65.4,77.6,9.0
222.2,0.0,90.7,78.7,61.3,82.3,10.2
2479.0,0.0,89.6,76.5,60.9,81.4,9.8
2501.8,0.0,89.5,76.1,59.8,80.9,10.3
4040.7,0.0,88.0,75.9,55.3,80.6,11.4
14264.7,0.0,80.1,70.1,48.8,74.8,14.8
14268.8,0.0,86.3,69.7,65.9,75.6,10.1
11921.9,0.0,78.4,69.7,44.5,74.1,16.5
10264.5,0.0,83.0,72.6,51.9,77.9,14.4
14624.8,0.0,81.6,70.0,51.2,76.2,14.4
23307.6,0.0,80.4,70.8,47.5,76.0,15.9
4950.5,0.0,82.5,76.6,46.5,78.7,17.9
4801.0,0.0,86.1,72.8,60.6,78.3,11.6
19704.4,0.0,82.1,70.5,52.8,76.4,14.0
6958.6,0.0,84.5,72.0,55.8,79.3,12.5
2435.0,0.0,90.1,76.2,67.1,82.2,10.4
8152.9,0.0,87.7,76.0,60.8,81.6,12.0
7342.8,0.0,82.8,74.2,52.3,76.6,14.9
17564.3,0.0,79.1,74.1,40.7,77.8,19.1
1688.8,6511.4,85.5,76.4,55.8,74.0,10.6
4292.8,5263.8,85.1,73.8,56.5,73.1,10.4
6267.3,6478.8,84.9,75.6,53.8,73.4,10.6
3405.5,9747.6,86.5,76.7,57.3,74.7,10.5
6095.8,1498.1,84.1,73.7,53.8,72.9,10.5
6744.3,1617.6,81.3,72.5,49.4,71.7,11.8
9372.9,6792.1,83.8,76.6,50.4,73.9,12.5
0.0,2880.2,88.1,76.0,64.2,75.2,10.0
0.0,6636.6,85.2,74.9,56.0,73.6,11.5
1427.1,0.0,87.1,68.0,66.9,73.0,7.1
0.0,10548.9,89.8,77.2,67.9,76.3,9.6
976.9,3937.0,88.6,75.2,66.7,75.0,9.4
21300.7,0.0,82.8,78.9,47.5,78.2,18.3
11648.1,0.0,84.0,74.5,52.5,78.7,14.6
7683.2,0.0,86.6,77.5,57.5,79.4,14.1
9486.9,0.0,83.9,74.4,53.3,77.9,14.8
13925.0,0.0,79.7,69.4,48.0,74.3,15.9
3158.5,0.0,89.0,75.5,66.4,81.7,10.2
4020.0,0.0,86.5,77.7,54.2,81.3,14.8
136.3,0.0,86.1,74.7,64.8,76.6,11.7
18877.8,0.0,81.2,70.5,49.2,76.5,15.1
14605.6,0.0,82.3,70.1,53.2,75.3,13.6
33835.6,0.0,79.9,69.9,48.7,74.3,15.2
7752.7,0.0,85.0,70.3,62.7,75.3,10.8
16786.4,0.0,78.0,71.6,41.6,75.7,18.9
9365.3,0.0,83.5,76.2,48.8,78.0,16.9
5182.6,0.0,80.8,70.4,49.0,75.8,15.1
6419.1,0.0,83.7,75.9,49.4,73.3,12.1
6775.2,0.0,79.6,73.0,44.7,71.5,13.0
9466.5,0.0,78.9,73.6,48.0,72.0,14.3
1319.4,0.0,86.6,73.0,60.9,77.2,8.8
3.2,0.0,88.8,78.2,73.3,79.5,10.4
2458.3,6028.2,88.6,76.2,59.1,81.5,10.9
1840.9,3286.2,86.8,75.1,55.0,80.8,11.9
482.6,0.0,90.8,78.1,73.4,79.9,8.2
478.3,0.0,91.8,79.5,65.0,84.9,9.9
1065.7,3197.1,92.0,80.0,66.2,85.1,9.6
592.6,2138.3,88.7,75.8,57.8,82.6,11.0
29.0,35.7,,,,,
2.0,8.0,,,,,
1.6,0.0,,,,,
10.8,0.0,,,,,
14.6,67.7,,,,,
0.0,8.4,,,,,
0.0,28.2,,,,,
0.0,40.3,,,,,
14.1,0.0,,,,,
0.0,11.0,,,,,
14.7,29.8,,,,,
0.3,0.0,,,,,
19.5,20.6,,,,,
1.3,16.0,90.3,79.5,74.0,80.3,10.5
84.9,0.0,85.6,76.5,66.9,78.4,11.2
0.0,27.8,88.2,77.7,70.5,78.9,11.1
4.0,23.7,87.7,76.9,70.7,78.5,10.8
4248.5,0.0,74.2,76.9,37.0,77.1,19.9
6.8,0.0,89.2,80.4,75.0,80.4,8.7
3238.1,0.0,78.5,74.9,47.8,77.0,16.2
3.1,46.2,88.4,78.6,70.9,79.3,11.2
2319.4,0.0,76.2,75.4,39.8,78.4,19.7
20.5,0.0,87.7,79.8,69.1,79.7,11.9
0.0,985.0,89.9,76.6,73.0,75.7,8.9
